centro_titular|municipio_codigo|distrito_nombre|direccion_via_nombre|centro_tipo_descripcion|dat_codigo|direccion_codigo_postal|centro_titularidad|contacto_telefono2|contacto_telefono3|centro_tipo_desc_abreviada|direccion_numero|contacto_telefono1|centro_codigo|contacto_web|dat_nombre|centro_tipo_codigo|municipio_nombre|distrito_codigo|contacto_fax|direccion_coor_y|direccion_coor_x|direccion_via_tipo|centro_nombre|contacto_telefono4|contacto_email1|promedio_x|promedio_y|distancia|row_num
ASOCIACION DEL COLEGIO SUIZO DE MADRID|006||BURGOS|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|1|28100|PRIVADO|||CEXTRAN ESP|k. 14|916505818|28000820||Madrid-Norte|094|Alcobendas|||4485638.0|444586.0|CTRA|COLEGIO SUIZO DE MADRID (SUIZO)|||444586.0|4485638.0|0.0|1
ASOCIACION EDUCATIVA, CALASANZ|113||Asturias|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28320|PRIVADO CONCERTADO|639451323||CPR INF-PRI-SEC|s/n|916912398|28036061|http://www.calasanzpinto.es|Madrid-Sur|072|Pinto||916928509|4455610.0|441019.0|CALLE|CALASANZ||cc.calasanz.pinto@educa.madrid.org|441019.0|4455610.0|0.0|1
ASOCIACION EL DESPERTAR|079|Latina|de Adonis|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|5|28024|PRIVADO CONCERTADO|-------|-------|CPR EE|1|915188127|28046856|http://www.educa.madrid.org/cc.eldespertar.madrid|Madrid-Capital|021|Madrid|10|915188127|4470951.0|434315.0|CALLE|EL DESPERTAR|-------|cc.eldespertar.madrid@educa.madrid.org|434315.0|4470951.0|0.0|1
ASOCIACION ESCUELA LIBRE MICAEL|127||de la Coruña|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28231|PRIVADO|||CPR INF-PRI-SEC|k21,3|916375287|28031658|https://www.escuelamicael.com/|Madrid-Oeste|072|Rozas de Madrid, Las||916360957|4485413.0|425269.0|CTRA|ESCUELA LIBRE MICAEL||direccion@escuelamicael.com|425269.0|4485413.0|0.0|1
ASOCIACION FEDA MADRID|079|Chamartín|de Burgos|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28036|PRIVADO|||CEXTRAN ESP|12|913024026|28045761||Madrid-Capital|094|Madrid|05||4480564.0|442728.0|AVDA|CENTRO DE FORMACION EMPRESARIAL (ALEMAN)|||442728.0|4480564.0|0.0|1
ASOCIACION JARDIN DE INFANCIA SAN VICENTE DE PAUL|079|Carabanchel|de San Vicente de Paul|ESCUELA INFANTIL PRIVADA|5|28025|PRIVADO CONCERTADO|601138122||EIPR|1|914691445|28037430|http://www.escuelainfantilsanvicente.com|Madrid-Capital|008|Madrid|11|914691445|4470756.0|438385.0|PLAZA|SAN VICENTE DE PAUL||cc.sanvicentedepaul.madrid@educa.madrid.org|438385.0|4470756.0|0.0|1
ASOCIACION NACIONAL PRESENCIA GITANA|079|Moncloa-Aravaca|de Ruperto Andrés|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28035|PRIVADO|649047444|913736207|CPR INF|6|913738282|28044951||Madrid-Capital|004|Madrid|09|913734462|4479900.0|438660.0|CALLE|CAN-TA-CHIMUTRI (SOL Y LUNA)||presenciagitana@presenciagitana.org|438660.0|4479900.0|0.0|1
ASOCIACION PADRE/MADRES Y PROFESIONALES ¡SÍ PUEDO!|079|Puente de Vallecas|Sur|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|5|28053|PRIVADO CONCERTADO|0||CPR EE|229|917863295|28016839|http://www.asociacionsipuedo.org|Madrid-Capital|021|Madrid|13|917869338|4469415.0|443508.0|RONDA|LOS ALAMOS||cc.losalamos.madrid@educa.madrid.org|443508.0|4469415.0|0.0|1
ASOCIACION PADRES DE NIÑOS CIEGOS (A.P.N.I.C.)|115||Felipe de la Guerra|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|4|28224|PRIVADO|||CPR EE|1|913520791|28045694|http://www.educa.madrid.org/cc.sancarlos.pozuelodealarcon|Madrid-Oeste|021|Pozuelo de Alarcón||913520791|4478228.0|432303.0|CALLE|SAN CARLOS||cc.sancarlos.pozuelodealarcon@educa.madrid.org|432303.0|4478228.0|0.0|1
ASOCIACION PARA LA INVESTIGACION Y ESTUDIO DE LA DEFICIENCIA|080||San Sebastián|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|4|28220|PRIVADO CONCERTADO|916342467||CPR EE|25|916387500|28059504|http://www.educa.madrid.org/cc.cepri.majadahonda|Madrid-Oeste|021|Majadahonda||916346171|4480379.0|425569.0|CALLE|CEPRI||cc.cepri.majadahonda@educa.madrid.org|425569.0|4480379.0|0.0|1
ASOCIACION PAUTA|079|San Blas-Canillejas|de Pobladura del Valle|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|5|28037|PRIVADO CONCERTADO|||CPR EE|13 |913135289|28057945|http://www.asociacionpauta.org|Madrid-Capital|021|Madrid|20|913066650|4474981.0|447157.0|CALLE|PAUTA||cc.pauta.madrid@educa.madrid.org|447157.0|4474981.0|0.0|1
ASOCIACION PRO-HUERFANOS GUARDIA CIVIL|161||Finca el Juncarejo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28341|PRIVADO|||CPR INF-PRI-SEC||918950059|28025348|https://www.colegiomarquesdevallejo.es/|Madrid-Sur|072|Valdemoro||918084380|4447827.0|442505.0|PASEO|MARQUES DE VALLEJO||marquesdevallejo@aphgc.es|442505.0|4447827.0|0.0|1
ASOCIACION SCUOLA MATERNA ITALIANA DI MADRID|079|Chamberí|de Agustín de Betancourt|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28003|PRIVADO|||CEXTRAN ESP|1|915331590|28045530||Madrid-Capital|094|Madrid|07|915530212|4477034.0|441046.0|CALLE|SCUOLA MATERNA ITALIANA DE MADRID (ITALIANO)||alunnimaterna@scuolaitalianamadrid.org|441046.0|4477034.0|0.0|1
ASOCIACIÓN DE PADRES DE PERSONAS CON AUTISMO|079|Fuencarral-El Pardo|de Peña del Sol|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|5|28034|PRIVADO CONCERTADO|||CPR EE|22|917348195|28029718|http://www.leokanner-apna.es|Madrid-Capital|021|Madrid|08|911842696|4482372.0|440461.0|CALLE|LEO KANNER||cc.leokanner.madrid@educa.madrid.org|440461.0|4482372.0|0.0|1
ASOCIACIÓN JARDÍN DE INFANCIA NUESTRA SEÑORA DEL CAMINO|079|Puente de Vallecas|de Martínez de la Riva|ESCUELA INFANTIL PRIVADA|5|28018|PRIVADO CONCERTADO|608704981||EIPR|127|917862331|28058081|http://caminoinfantil.com|Madrid-Capital|008|Madrid|13||4470828.0|443665.0|CALLE|NUESTRA SEÑORA DEL CAMINO||cc.nscamino.madrid@educa.madrid.org|443665.0|4470828.0|0.0|1
ASTOR-ASOCIAC.PADRES CON HIJOS DISCAPACIDAD INTELEC.TORREJON|148||Metano|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|3|28850|PRIVADO CONCERTADO|||CPR EE|19|916766283|28035020|http://www.astor-inlade.es|Madrid-Este|021|Torrejón de Ardoz||916775982|4478174.0|460457.0|CALLE|VIRGEN DE LORETO ASTOR||cc.virgendeloreto.torrejondeardoz@educa.madrid.org|460457.0|4478174.0|0.0|1
ASUNCION GONZALO PRIETO|079|Latina|de Maqueda|ESCUELA INFANTIL PRIVADA|5|28024|PRIVADO|600669018||EIPR|54|915182182|28060051||Madrid-Capital|008|Madrid|10||4471609.0|435090.0|CALLE|EL REY DE LA CASA||eielreydelacasa@gmail.com|435090.0|4471609.0|0.0|1
ASUNTA PEREZ ESPINOZA|082||del Puerto Pajares|ESCUELA INFANTIL PRIVADA|1|28410|PRIVADO|911763645||EIPR|18|625582698|28061781||Madrid-Norte|008|Manzanares el Real|||4509102.0|427443.0|CALLE|MIS PRIMEROS PASOS||tselin@gmail.com|427443.0|4509102.0|0.0|1
AYUNTAMIENTO|079|Centro|del Dos de Mayo|ESCUELA INFANTIL|5|28004|PÚBLICO|915227256||EEI|2|915235187|28057696|http://www.educa.madrid.org/eei.elduende.madrid|Madrid-Capital|003|Madrid|01|915227256|4475368.0|440232.0|PLAZA|EL DUENDE||eei.elduende.madrid@educa.madrid.org|440769.05923344946|4476269.850174216|1049.650588036832|1
AYUNTAMIENTO |079|Chamartín|de Enrique Jardiel Poncela|ESCUELA INFANTIL|5|28016|PÚBLICO|913532654||EEI|8|913532644|28044355|http://www.educa.madrid.org/eei.elsol.madrid|Madrid-Capital|003|Madrid|05|913532647|4479141.0|443164.0|CALLE|EL SOL||eei.elsol.madrid@educa.madrid.org|438824.7619047619|4484289.904761905|6733.513755412702|1
BACHAIDA, S.L.|092||de la Constitución|ESCUELA INFANTIL PRIVADA|2|28931|PRIVADO|665851757|691421981|EIPR|74|916464202|28063052|http://www.escuelainfantilalcaldedemostoles.com|Madrid-Sur|008|Móstoles|||4464454.0|426982.0|AVDA|ALCALDE DE MOSTOLES||alcaldedemostoles@outlook.es|426982.0|4464454.0|0.0|1
BANANA Y MELÓN, S.L.|079|Villaverde|del Sulfato|ESCUELA INFANTIL PRIVADA|5|28021|PRIVADO|637251489||EIPR|9|695427416|28060877||Madrid-Capital|008|Madrid|17||4466526.0|439335.0|CALLE|MONKEY BANANA||bananaymelon.sl@gmail.com|439335.0|4466526.0|0.0|1
BARRA DOBLE, S.L.|004||de Antonio Machado|ESCUELA INFANTIL PRIVADA|2|28607|PRIVADO|918104132||EIPR|6|670858504|28042917||Madrid-Sur|008|Álamo, El||x|4454125.0|415695.0|CALLE|LOS ALAMOS||elgloboceleste@hotmail.com|415695.0|4454125.0|0.0|1
BEBINES, S.L.|065||de la Libertad|ESCUELA INFANTIL PRIVADA|2|28905|PRIVADO|||EIPR|6|916019678|28063301|http://www.escuelainfantilbebines.es|Madrid-Sur|008|Getafe|||4460808.0|437163.0|AVDA|BEBINES||bebines@gmail.com|437163.0|4460808.0|0.0|1
BELEN LORIGADOS GONZALO|058||Higueral|ESCUELA INFANTIL PRIVADA|2|28944|PRIVADO|||EIPR|6-8|916905618|28056990|http://www.eimama.com|Madrid-Sur|008|Fuenlabrada|||4458693.0|432093.0|CALLE|MAMA||directora@eimama.com|432093.0|4458693.0|0.0|1
BELINDA GRACIANEA CASANOVA|177||Colmenarejo|ESCUELA INFANTIL PRIVADA|4|28229|PRIVADO|634582920||EIPR|3-5|918100563|28064147|http://www.escuelakokoro.com|Madrid-Oeste|008|Villanueva del Pardillo|||4482540.0|418262.0|CALLE|KOKORO||info@escuelakokoro.com|418262.0|4482540.0|0.0|1
BRITISH COUNCIL EN ESPAÑA (CONSEJO BRITANICO)|115||Solano|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|4|28223|PRIVADO|913373617||CEXTRAN ESP|3-5-7|913373612|28012275|http://www.educa.madrid.org/ce.britishcouncil.pozuelo|Madrid-Oeste|094|Pozuelo de Alarcón||913373634|4473846.0|432812.0|CALLE|BRITISH COUNCIL SCHOOL (BRITANICO)||ce.britishcouncil.pozuelo@educa.madrid.org|432812.0|4473846.0|0.0|1
BUEN BEBE, S.L.|079|Retiro|de Pío Baroja|ESCUELA INFANTIL PRIVADA|5|28009|PRIVADO|630406016|682894088|EIPR|2|915740444|28063568|http://www.buenbebe.com|Madrid-Capital|008|Madrid|03||4474068.0|442752.0|CALLE|BUEN BEBE||buenbebe@buenbebe.com|442752.0|4474068.0|0.0|1
BULLIDO Y FLOR, S.L.|074||de la Reina Sofía|ESCUELA INFANTIL PRIVADA|2|28819|PRIVADO|||EIPR|34|914960186|28061249||Madrid-Sur|008|Leganés||914960186|4466082.0|436635.0|AVDA|LOS PINGÜINETES||eipinguinetes@hotmail.com|436635.0|4466082.0|0.0|1
C.ANDRES VELA-J.M. ZABALA DEL OJO-L.ANDRES VELA|079|Hortaleza|de Arzúa|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28033|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|28|913821720|28015550|http://www.colegioazorin.com|Madrid-Capital|072|Madrid|16|917630722|4480624.0|445109.0|CALLE|AZORIN||cc.azorin.madrid@educa.madrid.org|445109.0|4480624.0|0.0|1
C.E.C.B.A.F. KHALIL GIBRAN, S.L.|058||de Turquía|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28943|PRIVADO|628047804||CPR INF-PRI-SEC|13|916084289|28043193|http://www.colegiokhalilgibran.es|Madrid-Sur|072|Fuenlabrada|||4459123.0|431325.0|CALLE|KHALIL GIBRAN||consuelo@colegiokhalilgibran.es|431325.0|4459123.0|0.0|1
C.REHABILITAC.D.PLAZA,MEDICO PSICOPEDAG.S.A.|079|Moncloa-Aravaca|de los Espinos|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28023|PRIVADO|913079343||CPR INF-PRI|10|913079342|28046388||Madrid-Capital|015|Madrid|09|913573545|4479352.0|434172.0|CALLE|DIONISIA PLAZA||www.ijuarez@crdionisiaplaza.es|434172.0|4479352.0|0.0|1
CACHETAS DE COLORES, S.L. UNIPERSONAL|161||Aguado|ESCUELA INFANTIL PRIVADA|2|28341|PRIVADO|677548055||EIPR|6||28061791||Madrid-Sur|008|Valdemoro|||4448937.0|442033.0|CALLE|KCHETAS DE COLORES||pilar.1270@gmx.es|442033.0|4448937.0|0.0|1
CALENDULA EDUCACION, S.L.|006||de Caléndula|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|1|28109|PRIVADO|696877504||CPR INF|95|916250420|28062588|www.eduqa.es|Madrid-Norte|004|Alcobendas|||4486569.0|445422.0|CALLE|EDUQA LA MORALEJA||lamoraleja@eduqa.es|445422.0|4486569.0|0.0|1
CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID|079|Ciudad Lineal|de Pedro Salinas|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|5|28043|PRIVADO|915384927|915383858|CPR FPE|11|915383814|28047356|http://www.camaramadrid.es|Madrid-Capital|058|Madrid|15|915383803|4478789.0|443863.0|CALLE|INSTITUTO DE FORMACION EMPRESARIAL DE LA CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID|915383855|eva.garcia@camaramadrid.es|443863.0|4478789.0|0.0|1
CARAMEL ACTIVIDADES, S.L.|079|Chamartín|de Luis de Salazar|ESCUELA INFANTIL PRIVADA|5|28002|PRIVADO|||EIPR|3|914131350|28061559||Madrid-Capital|008|Madrid|05||4477672.0|443438.0|CALLE|CARRUSEL||info@carruselescuelainfantil.com|443438.0|4477672.0|0.0|1
CARITAS DIOCESANA DE GETAFE|161||Estrella de Elola|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|2|28341|PRIVADO CONCERTADO|||CPR FPE|10|918950116|28025324|http://www.educa.madrid.org/cc.arzobispomorcillo.valdemoro|Madrid-Sur|058|Valdemoro||918955326|4449214.0|442239.0|CALLE|ARZOBISPO MORCILLO||cc.arzobispomorcillo.valdemoro@educa.madrid.org|442239.0|4449214.0|0.0|1
CARMELITAS ORDEN DEL CARMEN PROVINCIA BETICA|079|Fuencarral-El Pardo|de Ángel Múgica|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28034|PRIVADO CONCERTADO|||CPR INF|48|917291840|28009963||Madrid-Capital|004|Madrid|08|917291840|4482042.0|441648.0|CALLE|VIRGEN DE BEGOÑA||cc.virgendebegona.madrid@educa.madrid.org|441648.0|4482042.0|0.0|1
CARMEN MONTERO ANTON|079|Villa de Vallecas|de Santa Eugenia|ESCUELA INFANTIL PRIVADA|5|28031|PRIVADO|630018184||EIPR|21|659090346|28061638|http://www.escuelainfantillaluna.es|Madrid-Capital|008|Madrid|18|913326077|4470648.0|448166.0|AVDA|LA LUNA||laluna171921@yahoo.es|448166.0|4470648.0|0.0|1
CARMEN RUIZ MARTINEZ|079|Salamanca|de Francisco Silvela|CENTRO AUTORIZADO ELEMENTAL DE MÚSICA|5|28028|PRIVADO|||CAU EL MUS|7|914020708|28041202||Madrid-Capital|137|Madrid|04||4475586.0|443178.0|CALLE|MUSICAL SILVELA|||443178.0|4475586.0|0.0|1
CASA CANÓNICA CLÍNICA NUESTRA SEÑORA DE LA PAZ|040||de San Juan de Dios|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|2|28350|PRIVADO CONCERTADO|918933769||CPR FPE|1|918015650|28002208|http://www.ciclosformativossjd.es|Madrid-Sur|058|Ciempozuelos||918930275|4445613.0|448005.0|AVDA|SAN JUAN DE DIOS||cc.sanjuandedios.ciempozuelos@educa.madrid.org|448005.0|4445613.0|0.0|1
CASVI-BOADILLA, S.A.|022||Miguel Ángel Cantero Oliva|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28660|PRIVADO CONCERTADO|916162218||CPR INF-PRI-SEC|13|916329653|28064184|http://www.casviboadilla.es|Madrid-Oeste|072|Boadilla del Monte||916164410|4474965.0|423799.0|CALLE|CASVI-BOADILLA|| cc.casvi.boadilla@educa.madrid.org|423799.0|4474965.0|0.0|1
CEIN TRASGOS, S.L.|067||Eras de Arriba|ESCUELA INFANTIL PRIVADA|1|28794|PRIVADO|646845232||EIPR|11|918475866|28049328||Madrid-Norte|008|Guadalix de la Sierra|||4515180.0|440844.0|CALLE|TRASGOS||eitrasgos@gmail.com|440844.0|4515180.0|0.0|1
CEIPS MONCAYO, S.L.|058||Regiones|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28941|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|12|916156264|28046510|http://www.ceipsmoncayo.com|Madrid-Sur|072|Fuenlabrada||916062331|4460006.0|431993.0|AVDA|MONCAYO||cc.moncayo.fuenlabrada@educa.madrid.org|431993.0|4460006.0|0.0|1
CENTRO CULTURAL ELFO, SDA. COOP. MADRILEÑA|079|Ciudad Lineal|del Elfo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28027|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|74|913673653|28015094|http://www.colegioelfo.com|Madrid-Capital|072|Madrid|15|914081287|4476145.0|444968.0|CALLE|CENTRO CULTURAL ELFO||cc.elfo.madrid@educa.madrid.org|444968.0|4476145.0|0.0|1
CENTRO CULTURAL PALOMERAS, SDAD. COOP. LDA.|079|Puente de Vallecas|de Luis Marín|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28038|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|s/n|917863865|28019142|http://www.educa.madrid.org/cc.centroculturalpalomeras.madrid|Madrid-Capital|072|Madrid|13|917863865|4471459.0|445740.0|CALLE|CENTRO CULTURAL PALOMERAS||cc.centroculturalpalomeras.madrid@educa.madrid.org|445740.0|4471459.0|0.0|1
CENTRO CULTURAL PEDRALTA, S.A.|007||Fuente Cisneros|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28922|PRIVADO CONCERTADO|916144729||CPR INF-PRI-SEC|1|916144730|28064172|https://fuenllana.net|Madrid-Sur|072|Alcorcón||916144731|4465573.0|427104.0|TRVA|FUENLLANA||cc.fuenllana.alcorcon@educa.madrid.org|427104.0|4465573.0|0.0|1
CENTRO CULTURAL SALMANTINO, S.L.|079|Puente de Vallecas|del Puerto de Pajares|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28053|PRIVADO CONCERTADO|646323315|914789110|CPR INF-PRI-SEC|6|914786571|28016271|http://centroculturalsalmantino.com|Madrid-Capital|072|Madrid|13|914786571|4471850.0|443612.0|CALLE|CENTRO CULTURAL SALMANTINO||cc.salmantino.madrid@educa.madrid.org|443612.0|4471850.0|0.0|1
CENTRO CULTURAL Y DEPORTIVO TAJAMAR, S.A.|079|Puente de Vallecas|de Pío Felipe|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28038|PRIVADO CONCERTADO|690647268|696276516|CPR INF-PRI-SEC|12|914772500|28011908|http://www.educa.madrid.org/cc.tajamar.madrid|Madrid-Capital|072|Madrid|13|914782036|4472015.0|444853.0|CALLE|TAJAMAR||cc.tajamar.madrid@educa.madrid.org|444853.0|4472015.0|0.0|1
CENTRO DE EDUCACION INFANTIL PIPO'S, S.L.|079|Arganzuela|del General Palanca|ESCUELA INFANTIL PRIVADA|5|28045|PRIVADO|691669616||EIPR|4|914736299|28061560||Madrid-Capital|008|Madrid|02||4472334.0|440595.0|CALLE|PIPO'S|||440595.0|4472334.0|0.0|1
CENTRO DE EDUCACION INFANTIL REINA CRISTINA, S.L.|005||Brigadas Internacionales|ESCUELA INFANTIL PRIVADA|3|28805|PRIVADO|605842065||EIPR|4|918024712|28060488|http://www.reinacristina.info|Madrid-Este|008|Alcalá de Henares|||4484338.0|470014.0|CALLE|REINA CRISTINA III||gestion@reinacristina.info|470014.0|4484338.0|0.0|1
CENTRO DE EDUCACION INFANTIL SUEÑOS DE PAPEL, S.L.|134||Valladolid|ESCUELA INFANTIL PRIVADA|1|28701|PRIVADO|657937248||EIPR|33|912934314|28061869||Madrid-Norte|008|San Sebastián de los Reyes|||4489188.0|445895.0|CALLE|SUEÑOS DE PAPEL||rosario.solera@gmail.com|445895.0|4489188.0|0.0|1
CENTRO DE EDUCACION PERSONALIZADA (C.E.P.), S.L.|079|Chamartín|de Vitruvio|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|5|28006|PRIVADO|915610200||CPR PRI-SEC|14|915612093|28009677|www.colegiosantamariadelvalle.es|Madrid-Capital|073|Madrid|05||4477223.0|441705.0|CALLE|SANTA MARIA DEL VALLE CEP||direccionvitruvio@santamariadelvalle.es|441705.0|4477223.0|0.0|1
CENTRO DE EDUCACIÓN INFANTIL PATUCO S.L.|079|Tetuán|de Castillejos|ESCUELA INFANTIL PRIVADA|5|28039|PRIVADO|626549236||EIPR|24|914506742|28062904||Madrid-Capital|008|Madrid|06||4478414.0|439966.0|CALLE|PATUCO||patucoei@hotmail.com|439966.0|4478414.0|0.0|1
CENTRO DE ENSEÑANZA SERRANO GARCIA S.L.|074||Alhelí|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28912|PRIVADO CONCERTADO|916932113||CPR INF-PRI-SEC|1|916933223|28003675|http://www.educa.madrid.org/cc.liceosanpablo.leganes|Madrid-Sur|072|Leganés|||4464388.0|435378.0|CALLE|LICEO SAN PABLO||cc.liceosanpablo.leganes@educa.madrid.org|435378.0|4464388.0|0.0|1
CENTRO DE EQUIPAMIENTO ZONA OESTE, S.A.|022||Alto de Madrid|ESCUELA INFANTIL PRIVADA|4|28660|PRIVADO|912899088|615909707|EIPR|s/n|912899100|28062850|http://www.workandlife.com|Madrid-Oeste|008|Boadilla del Monte||912571559|4471771.0|427380.0|CMNO|CIUDAD FINANCIERA SCH||escuelainfantilaltamira@gruposantader.com|427380.0|4471771.0|0.0|1
CENTRO DE ESTUDIOS CASTILLA, SDAD. COOP. MADRILEÑA|079|Centro|del Oso|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28012|PRIVADO CONCERTADO|||CPR INF-PRI|23|915303292|28019981|http://www.centroestudioscastilla.es|Madrid-Capital|015|Madrid|01|915060720|4473434.0|440151.0|CALLE|CENTRO DE ESTUDIOS CASTILLA||cc.cecastilla.madrid@educa.madrid.org|440151.0|4473434.0|0.0|1
CENTRO DE ESTUDIOS DEL VIDEO, S.A.|079|Chamberí|de Gaztambide|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|5|28015|PRIVADO|915502960||CPR FPE|65|918232771|28049912|http://cev.com|Madrid-Capital|058|Madrid|07||4476562.0|439318.0|CALLE|CEV CENTRO DE ESTUDIOS DEL VIDEO||davidgraneda@cev.com|439318.0|4476562.0|0.0|1
CENTRO DE ESTUDIOS PROFESIONALES S.L|005||Lope de Vega|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|3|28805|PRIVADO CONCERTADO|||CPR FPE|1|918881475|28033473|http://www.centrocep.es|Madrid-Este|058|Alcalá de Henares||918777454|4482140.0|469455.0|CALLE|CENTRO DE ESTUDIOS PROFESIONALES (C.E.P.)||cc.cep.alcala@educa.madrid.org|469455.0|4482140.0|0.0|1
CENTRO DE ESTUDIOS SAN LUIS GONZAGA, S.L.|096||Don José María lópez malla|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28600|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|5|918110915|28023315|http://www.sanluisgonzaga.org|Madrid-Sur|072|Navalcarnero||918110915|4459945.0|414548.0|CALLE|SAN LUIS GONZAGA||cc.sanluisgonzaga.navalcarnero@educa.madrid.org|414548.0|4459945.0|0.0|1
CENTRO DE INFANCIA EL CHALET,  S.L.|140||de los Sauces|ESCUELA INFANTIL PRIVADA|2|28979|PRIVADO|||EIPR|13|918175311|28060592||Madrid-Sur|008|Serranillos del Valle|||4451041.0|425172.0|CALLE|EL CHALET||eielchalet@yahoo.es|425172.0|4451041.0|0.0|1
CENTRO DE INICIATIVAS PARA LA FORMACION AGRARIA,S.A.|045||de los Ganaderos|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|1|28770|PRIVADO CONCERTADO|||CPR FPE|1|918458337|28049031|http://www.efavaldemilanos.org|Madrid-Norte|058|Colmenar Viejo||918462868|4501460.0|435581.0|CALLE|EFA VALDEMILANOS||cc.efavaldemilanos.colmenarviejo@educa.madrid.org|435581.0|4501460.0|0.0|1
CENTRO EDUCATIVO INTERNACIONAL EL JARAMA, S.L.|079|Salamanca|de los Condes de Torreanaz|ESCUELA INFANTIL PRIVADA|5|28028|PRIVADO|||EIPR|4|915743094|28062278||Madrid-Capital|008|Madrid|04||4474766.0|443390.0|CALLE|TRAZOS|||443390.0|4474766.0|0.0|1
CENTRO EDUCATIVO ZOLA, S.A.|176||Valle del Roncal (URB. LA MOCHA CHICA)|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28692|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|57|918151512|28041895|http://www.educa.madrid.org/cc.zola.villanuevadelacanada|Madrid-Oeste|072|Villanueva de la Cañada||918152139|4479926.0|418831.0|CALLE|CENTRO EDUCATIVO ZOLA||cc.zola.villanuevadelacanada@educa.madrid.org|418831.0|4479926.0|0.0|1
CENTRO ESCOLAR AMANECER, S.L.|007||de Pablo Iglesias|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28922|PRIVADO|||CPR INF-PRI-SEC|s/n|916439092|28026456|http://www.colegioamanecer.es|Madrid-Sur|072|Alcorcón||916438242|4466128.0|428758.0|AVDA|AMANECER||gestionalumnos@colegioamanecer.es|428758.0|4466128.0|0.0|1
CENTRO ESPAÑOL DE TECNOLOGIA APLICADA, S.L.|079|Latina|de Maqueda|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|5|28024|PRIVADO CONCERTADO|677483790||CPR FPE|8|915181377|28032018|http://www.escuelaginer.com|Madrid-Capital|058|Madrid|10|917110531|4471801.0|435024.0|CALLE|ESCUELA POLITECNICA GINER||cc.epginer.madrid@educa.madrid.org|435024.0|4471801.0|0.0|1
